,Unnamed: 0,dataOpNetFlg,secFutrsLawId,secFutrsLawNbr,secFutrsLawName,secFutrsLawNameAnno,wtAnttnSecFutrsLawName,secFutrsLawVersion,fileno,body,draftDscrTitle,draftDscr,draftDscrAnno,bodyAgoCntnt,bodyAgoCntntAnno,bodyAftCntnt,bodyAftCntntAnno,pubDate,efctvDate,inefctvDate,lawAthrtyStsCde,fileNbr,visitCnt,draftPsnId,draftPsnName,draftPsnOrgId,draftPsnOrgName,draftTime,auditPsnId,auditPsnName,auditPsnOrgId,auditPsnOrgName,auditTime,issuePsnId,issuePsnName,issuePsnOrgId,issuePsnOrgName,issueTime,cnclIssuePsnId,cnclIssuePsnName,cnclIssuePsnOrgId,cnclIssuePsnOrgName,cnclIssueTime,lawDataStsCde,auditPassIndc,openLvlCde,stktTnReguIndc,deltIndc,olEntrTime,olLastAlterTime,secFutrsLawAndLawPubOrgRltnId,lawPubOrgId,lawPubOrgName,supvLawPubOrgId,supvLawPubOrgName,lawPubOrgCde,lawPubOrgHrrc,nbr,olDataOpTm,nonPkEmpty,nonPkNull,empty,null,pkNull,pkEmpty,id
573,13,,8718fae200cb44c69679fd8073ebf1bf,F0509,关于规范基金管理公司设立及股权处置有关问题的通知,,,20060508,证监基金字〔2006〕84号,,,,,,,,,1147046400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
574,14,,29e9c705fe1f4b23b4df78ee2c7f5307,F0559,上市公司股东大会规则,,,20060316,证监发〔2006〕21号,,,,,,,,,1142467200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
575,15,,9420a6c66d5e4d4e92a69a25102b6960,F0558,上市公司章程指引,,,20060316,证监公司字〔2006〕38号,,,,,,,,,1142467200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
576,16,,b2421f31614447c29bde4326ab83ae16,F0584,关于基金管理公司设立分支机构、变更名称及修改章程等行政许可事项审核有关问题的通知,,,20060207,证监基金字〔2006〕15号,,,,,,,,,1139270400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
577,17,,cb1e2f1d8b954562ad6f8b743f94d7a5,F0484,关于贯彻落实《证券法》全面履行证券公司监管职责有关问题的意见,,,20060118,证监机构字〔2006〕7号,,,,,,,,,1137542400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
578,18,,14ab3affd3824318b807c1b2d601d172,F1458,上市公司股权激励管理办法（试行）,,,20051231,证监公司字〔2005〕151号,,,,,,,,,1135987200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
579,19,,f905ad77fbcc45b6a54797debad70ae6,F0383,公开发行股票公司信息披露的内容与格式准则第5号——公司股份变动报告的内容与格式,,,20051216,证监公司字〔2005〕142号,,,,,,,,,1134691200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
580,0,,3b9e3138f7524c5993b44d24278c6107,F0230,公开发行证券的公司信息披露内容与格式准则第2号——年度报告的内容与格式,,,20051215,证监公司字〔2005〕141号,,,,,,,,,1134604800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
581,1,,496beeb2cf1748318e9fb7e0834b504e,F0466,关于证券公司借入次级债务有关问题的通知,,,20051213,证监机构字〔2005〕146号,,,,,,,,,1134432000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
582,2,,0d6394c7563943549b26917380937d3c,F0483,关于发布《会员制证券投资咨询业务管理暂行规定》的通知,,,20051212,证监机构字〔2005〕143号,,,,,,,,,1134345600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
583,3,,a63a1c8327114972b4100b7ea313c811,F0436,会计师事务所与资产评估机构证券期货相关业务监管责任制,,,20051121,证监会计字〔2005〕13号,,,,,,,,,1132531200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
584,4,,056cd791471b47de9f66e482dcda7fa1,F0602,关于货币市场基金投资银行存款有关问题的通知,,,20051121,证监基金字〔2005〕190号,,,,,,,,,1132531200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
585,5,,c5cbdfb82fcf4e839e953a613e3cb5a5,F0482,关于印发《对证券公司自营、资产管理业务账户和投资行为加强监管的职责分工方案》的通知,,,20051103,证监办发〔2005〕76号,,,,,,,,,1130976000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
586,6,,e990ee4457a84105bcf1755edabd8c8b,F0412,关于做好申请人民法院冻结资金账户、证券账户工作的指导意见,,,20050927,证监法律字〔2005〕8号,,,,,,,,,1127779200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
587,7,,1c57ad4b41b64f3aa83a2584cb7f9852,F0381,关于期货经纪公司股东资格及相关问题的通知,,,20050926,证监期货字〔2005〕155号,,,,,,,,,1127692800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
588,8,,5de62fd92f7549b1a48af39114bc69ac,F0601,关于货币市场基金投资短期融资券有关问题的通知,,,20050922,证监基金字〔2005〕163号,,,,,,,,,1127347200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"中国人民银行,中国证券监督管理委员会",,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
589,9,,2f8bdc0cf83d466d81095598817f68e2,F0557,关于香港、澳门服务提供者参股期货经纪公司有关问题的通知,,,20050819,证监期货字〔2005〕138号,,,,,,,,,1124409600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
590,10,,2b9e2eda288a407b8aa475a6ca5e742d,F0588,关于股权分置改革中证券投资基金投资权证有关问题的通知,,,20050815,证监基金字〔2005〕138号,,,,,,,,,1124064000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
591,11,,763d50379df242b0ad9719f14cc420dc,F0556,中国证券监督管理委员会信访工作规则(试行),,,20050714,证监发〔2005〕70号,,,,,,,,,1121299200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
592,12,,f8596be43be7437fa288db114e55c088,F0587,关于进一步完善证券投资基金募集申请审核程序有关问题的通知,,,20050616,证监基金字〔2005〕101号,,,,,,,,,1118880000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
593,13,,ed5512b7473849a991a1b8d9a7062934,F0508,关于基金管理公司运用固有资金进行基金投资有关事项的通知,,,20050608,证监基金字〔2005〕96号,,,,,,,,,1118188800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
594,14,,2f020b23d2f9439c8834fd405664c4ef,F0356,关于做好第二批上市公司股权分置改革试点工作有关问题的通知,,,20050531,证监发〔2005〕42号,,,,,,,,,1117497600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
595,15,,6780ba3f05f543e7b4aa75402344de66,F0462,关于做好股权分置改革试点工作的意见,,,20050530,证监发〔2005〕41号,,,,,,,,,1117411200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"国务院国有资产监督管理委员会,中国证券监督管理委员会",,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
596,16,,1602480e2f3344c4a88d0d3370ffeef2,F0355,关于上市公司股权分置改革试点有关问题的通知,,,20050429,证监发〔2005〕32号,,,,,,,,,1114732800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
597,17,,a50fdddd11fd49278bbfd79b84daa1dd,F0507,证券期货业信息安全保障管理暂行办法,,,20050408,证监信息字〔2005〕5号,,,,,,,,,1112918400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
598,18,,e51591a5b8204dada34648aad19285bd,F0411,关于规范类证券公司评审与监管相关问题的通知,,,20050406,证监机构字〔2005〕41号,,,,,,,,,1112745600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
599,19,,8d06c182ca454bd0863aa27966d4d2e2,F0600,关于货币市场基金投资等相关问题的通知,,,20050325,证监基金字〔2005〕41号,,,,,,,,,1111708800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
600,0,,b8bc2022033f473cba18ea5b929492e5,F0480,关于印发《证券公司高级管理人员诚信经营承诺书》的通知,,,20050216,证监机构字〔2005〕22号,,,,,,,,,1108512000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
601,1,,f752f8e2980b4a12b75a364ac4ace308,F0435,证券期货业网络与信息安全信息通报暂行办法,,,20050201,证监信息字〔2005〕1号,,,,,,,,,1107216000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
602,2,,891574cedcc04a3cb06693cf76bd6bab,F0506,关于进一步做好《证券发行上市保荐制度暂行办法》实施工作的通知,,,20041231,证监发行字〔2004〕167号,,,,,,,,,1104451200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
603,3,,af5a8bdef7a54914b5a6ca612d0a2880,F0461,上市公司股东大会网络投票系统技术管理规范（试行）,,,20041220,证监信息字〔2004〕5号,,,,,,,,,1103500800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
604,4,,46aab63e247246bc81f10c629ab54dbc,F0230,公开发行证券的公司信息披露内容与格式准则第2号——年度报告的内容与格式,,,20041213,证监公司字〔2004〕110号,,,,,,,,,1102896000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
605,5,,18741b5d4ee84211b1c0aac43f23dc1e,F0354,关于首次公开发行股票试行询价制度若干问题的通知,,,20041207,证监发行字〔2004〕162号,,,,,,,,,1102377600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
606,6,,4e4d9dabbf8640e0967a7f3972232ca2,F0505,证券投资基金托管资格管理办法,,,20041129,中国证监会、中国银监会令第26号,,,,,,,,,1101686400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国银行保险监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
607,7,,2ba24edd8ad846a0b7884592e05bf866,F0353,上市公司股东大会网络投票工作指引（试行）,,,20041129,证监公司字〔2004〕96号,,,,,,,,,1101686400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
608,8,,21f4bba9cd0344239d88371f8e73c37d,F0410,关于证券公司开展集合资产管理业务有关问题的通知,,,20041022,证监机构字〔2004〕140号,,,,,,,,,1098403200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
609,9,,09760db9a6e14025af24fac9a1d00627,F0590,证券公司债券管理暂行办法,,,20041018,证监会令第25号,,,,,,,,,1098057600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
610,10,,9b39ce7080c74285b9ca4a875431f644,F0591,关于修改《证券公司债券管理暂行办法》的决定,,,20041018,证监会令第25号,,,,,,,,,1098057600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
611,11,,99bbcf746f8845049dd49d6728a68761,F0351,证券公司高级管理人员管理办法,,,20041009,证监会令第24号,,,,,,,,,1097280000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
612,12,,5449455159a64c94b6f05c75a3be6d6e,F0352,关于实施《证券公司高级管理人员管理办法》有关问题的通知,,,20041009,证监机构字〔2004〕129号,,,,,,,,,1097280000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
613,13,,65fc0cb09f534d4d995d0d380b554bc2,F0504,关于实施《证券投资基金管理公司管理办法》若干问题的通知,,,20040921,证监基金字〔2004〕147号,,,,,,,,,1095724800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
614,14,,85951d8168f64f1b8a5d428e88ce5f98,F0503,证券投资基金管理公司管理办法,,,20040916,证监会令第22号,,,,,,,,,1095292800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
615,15,,5b0dd669b90c4197bf15dbc26df50cf3,F0293,关于证券交易所核准企业债券上市交易有关事项的通知,,,20040915,证监发行字〔2004〕150号,,,,,,,,,1095206400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
616,16,,8ef508424ab944c8acf5ec24576a49c2,F0387,关于期货经纪公司高级管理人员任职资格审核有关问题的通知,,,20040914,证监期货字〔2004〕67号,,,,,,,,,1095120000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
617,17,,96f8899dfadd4f49952fdd516655dc60,F0479,关于对证券公司结算备付金账户进行分户管理的通知,,,20040830,证监机构字〔2004〕105号,,,,,,,,,1093824000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
618,18,,a8a60eb0904e4210ac6f90c7b92eb9cd,F0599,货币市场基金管理暂行规定,,,20040816,证监发〔2004〕78号,,,,,,,,,1092614400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"中国人民银行,中国证券监督管理委员会",,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
619,19,,ae85f483dd954a8095cee4e62462ce8e,F0409,关于推进证券业创新活动有关问题的通知,,,20040812,证监机构字〔2004〕96号,,,,,,,,,1092268800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
620,0,,a592eba4a2d14a9fb6f88860a5f987ec,F0359,关于报送《期货经纪公司监管报表》的通知,,,20040727,证监期货字〔2004〕53号,,,,,,,,,1090886400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
621,1,,e25c9c8f767e4908b4ba88e7da5e1d41,F0380,关于期货经纪公司设立、解散、合并有关问题的通知,,,20040720,证监期货字〔2004〕46号,,,,,,,,,1090281600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
622,2,,f85dff4d3ae0412eaf87c1450a273888,F0350,关于期货经纪公司股东资格有关问题的通知,,,20040719,证监期货字〔2004〕44号,,,,,,,,,1090195200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
623,3,,a19e23ab7791417f957311724734fb78,F0555,关于实施《证券投资基金运作管理办法》有关问题的通知,,,20040715,证监基金字〔2004〕104号,,,,,,,,,1089849600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
624,4,,04c92054a36b46f3913dab7be72d70c7,F0585,关于做好下放派出机构行政许可项目实施工作的通知,,,20040715,证监法律字〔2004〕8号,,,,,,,,,1089849600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
625,5,,8c9000eb7dfc4605887587cd62c2a847,F0478,关于实施《证券投资基金销售管理办法》有关问题的通知,,,20040715,证监基金字〔2004〕106号,,,,,,,,,1089849600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
626,6,,4e04995d9d144051a76970025934a97a,F0378,关于期货经纪公司营业部设立、变更、终止有关问题的通知,,,20040714,证监期货字〔2004〕41号,,,,,,,,,1089763200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
627,7,,72773aad13fa4bd1946b5bfce66be2c1,F0379,关于期货经纪公司变更法定代表人、注册资本、股东或者股权结构、住所有关问题的通知,,,20040714,证监期货字〔2004〕42号,,,,,,,,,1089763200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
628,8,,d8b20f6adeb04ae1a1eca6a88f1c0a61,F0434,中国证券监督管理委员会行政许可实施程序规定（试行）,,,20040701,证监发〔2004〕62号,,,,,,,,,1088640000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
629,9,,f8f1d57cfb9b4162885786e22768a516,F0577,证券投资基金运作管理办法,,,20040629,证监会令第21号,,,,,,,,,1088467200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
630,10,,0d45c26e5cb046c08c90ccf8537b0113,F0502,证券投资基金销售管理办法,,,20040625,证监会令第20号,,,,,,,,,1088121600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
631,11,,b9a24a65682747dba8c073debe57ef81,F0551,国有涉棉企业期货套期保值业务管理制度指引,,,20040525,证监期货字〔2004〕32号,,,,,,,,,1085443200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
632,12,,7d107ba3e88149538346002f9cc796f6,F0349,上市公司重组审核委员会工作规程,,,20040512,证监发〔2004〕41号,,,,,,,,,1084320000000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
633,13,,24ac3bef9c1c4d31bd090204d1ebdd3a,F0477,期货经纪公司治理准则(试行),,,20040315,证监期货字〔2004〕13号,,,,,,,,,1079308800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
634,14,,7a3377c3916747678145c2f5d4b451c8,F0471,关于做好股份有限公司终止上市后续工作的指导意见,,,20040205,证监公司字〔2004〕6号,,,,,,,,,1075939200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
635,15,,455821ea4417459f98d70af9ba1f9d66,F0460,中国证券监督管理委员会股票发行审核委员会审核工作指导意见,,,20040120,证监发〔2004〕9号,,,,,,,,,1074556800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
636,16,,bf1ba211e76d45b08608862d98f2af36,F0348,关于规范上市公司实际控制权转移行为有关问题的通知,,,20040107,证监公司字〔2004〕1号,,,,,,,,,1073433600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
637,17,,e2b1623cd7ac42e19e16c0b4c68bf396,F0357,关于证券公司执行《金融企业会计制度》有关事项的通知,,,20040105,证监机构字〔2004〕1号,,,,,,,,,1073260800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
638,18,,1a8fcd03c6424812898f77155d4c36fa,F0408,关于实施《证券发行上市保荐制度暂行办法》有关事项的通知,,,20040102,证监发〔2004〕1号,,,,,,,,,1073001600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
639,19,,c5b593a9202841f3bcd678f0c19ed4a7,F0388,期货经纪公司高级管理人员任职资格年检工作细则,,,20031231,证监期货字〔2003〕110号,,,,,,,,,1072828800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
640,0,,45380e710f95437595d29026cc743c8e,F0429,证券发行上市保荐制度暂行办法,,,20031228,证监会令第18号,,,,,,,,,1072569600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
641,1,,998b900182014ad889c3cd01ef3d2cd5,F0230,公开发行证券的公司信息披露内容与格式准则第2号——年度报告的内容与格式,,,20031222,证监公司字〔2003〕56号,,,,,,,,,1072051200000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
642,2,,92768389371a4c25b8483c8fa10ba5da,F0501,证券公司客户资产管理业务试行办法,,,20031218,证监会令第17号,,,,,,,,,1071705600000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
643,3,,7cf485d22aeb419dac1286226a222bc0,F0500,证券公司治理准则（试行）,,,20031215,证监机构字〔2003〕259号,,,,,,,,,1071446400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
644,4,,9ed13ca6e2344649a06f04789e88fcd9,F0407,关于加强证券公司营业部内部控制若干措施的意见,,,20031215,证监机构字〔2003〕261号,,,,,,,,,1071446400000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
645,5,,050f394f6ff54984babfd5fb0b637403,F0347,中国证券监督管理委员会股票发行审核委员会工作细则,,,20031211,证监发〔2003〕88号,,,,,,,,,1071100800000.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国证券监督管理委员会,,,,,,,False,False,False,False,False,False,a8aafe4b12ff456b8f4a67f5d43efcd3
